id,assert_type,subject,predicate,object
L21405,relationship,I2419,mentioned in,D120283
L21406,relationship,I2420,mentioned in,D21406
L21407,relationship,I2421,mentioned in,D231028
L21408,relationship,I2422,mentioned in,D21408
L21409,relationship,I2422,mentioned in,D80167
L21410,relationship,I2423,mentioned in,D20585
L21411,relationship,I2424,mentioned in,D21411
L21412,relationship,I2425,mentioned in,D21413
L21413,relationship,I2426,mentioned in,D21413
L21414,relationship,I2427,mentioned in,D140133
L21415,relationship,I2428,mentioned in,D80863
L21416,relationship,I2428,mentioned in,D21416
L21417,relationship,I2428,mentioned in,D170149
L21418,relationship,I2428,mentioned in,D110022
L21419,relationship,I2429,mentioned in,D21419
L21420,relationship,I2429,mentioned in,D21420
L21421,relationship,I2430,mentioned in,D90296
L21422,relationship,I2430,mentioned in,D21422
L21423,relationship,I2431,mentioned in,D21423
L21424,relationship,I2431,mentioned in,D21424
L21425,relationship,I2432,mentioned in,D21425
L21426,relationship,I2432,mentioned in,D210092
L21427,relationship,I2432,mentioned in,D170342
L21428,relationship,I2432,mentioned in,D21428
L21429,relationship,I2432,mentioned in,D21429
L21430,relationship,I2432,mentioned in,D170621
L21431,relationship,I2432,mentioned in,D230942
L21432,relationship,I2432,mentioned in,D130606
L21433,relationship,I2432,mentioned in,D21433
L21434,relationship,I2432,mentioned in,D21434
L21435,relationship,I2432,mentioned in,D170343
L21436,relationship,I2432,mentioned in,D21436
L21437,relationship,I2432,mentioned in,D250019
L21438,relationship,I2432,mentioned in,D21438
L21439,relationship,I2432,mentioned in,D21439
L21440,relationship,I2433,mentioned in,D21440
L21441,relationship,I2433,mentioned in,D20326
L21442,relationship,I2433,mentioned in,D21442
L21443,relationship,I2434,mentioned in,D21443
L21444,relationship,I2435,mentioned in,D21444
L21445,relationship,I2436,mentioned in,D21445
L21446,relationship,I2437,mentioned in,D90215
L21447,relationship,I2437,mentioned in,D21447
L21448,relationship,I2437,mentioned in,D20679
L21449,relationship,I2437,mentioned in,D21449
L21450,relationship,I2437,mentioned in,D21450
L21451,relationship,I2438,mentioned in,D130489
L21452,relationship,I2438,mentioned in,D21452
L21453,relationship,I2438,mentioned in,D21453
L21454,relationship,I2439,mentioned in,D40133
L21455,relationship,I2440,mentioned in,D160593
L21456,relationship,I2440,mentioned in,D170009
L21457,relationship,I2441,mentioned in,D120333
L21458,relationship,I2441,mentioned in,D21458
L21459,relationship,I2442,mentioned in,D130693
L21460,relationship,I2442,mentioned in,D21460
L21461,relationship,I2443,mentioned in,D21461
L21462,relationship,I2444,mentioned in,D21462
L21463,relationship,I2444,mentioned in,D170358
L21464,relationship,I2445,mentioned in,D21462
L21465,relationship,I2445,mentioned in,D170358
L30001,relationship,I3001,mentioned in,D80712
L30002,relationship,I3001,mentioned in,D160324
L30003,relationship,I3001,mentioned in,D30003
L30004,relationship,I3001,mentioned in,D130271
L30005,relationship,I3001,mentioned in,D170139
L30006,relationship,I3001,mentioned in,D50065
L30007,relationship,I3001,mentioned in,D170140
L30008,relationship,I3001,mentioned in,D30008
L30009,relationship,I3001,mentioned in,D50088
L30010,relationship,I3001,mentioned in,D30010
L30011,relationship,I3001,mentioned in,D30011
L30012,relationship,I3001,mentioned in,D60190
L30013,relationship,I3001,mentioned in,D30013
L30014,relationship,I3002,mentioned in,D190432
L30015,relationship,I3003,mentioned in,D30015
L30016,relationship,I3003,mentioned in,D40163
L30017,relationship,I3004,mentioned in,D30015
L30018,relationship,I3004,mentioned in,D40163
L30019,relationship,I3005,mentioned in,D30019
L30020,relationship,I3005,mentioned in,D190129
L30021,relationship,I3005,mentioned in,D30021
L30022,relationship,I3005,mentioned in,D30022
L30023,relationship,I3005,mentioned in,D30023
L30024,relationship,I3005,mentioned in,D30024
L30025,relationship,I3006,mentioned in,D160291
L30026,relationship,I3006,mentioned in,D30039
L30027,relationship,I3006,mentioned in,D230118
L30028,relationship,I3006,mentioned in,D30028
L30029,relationship,I3006,mentioned in,D30715
L30030,relationship,I3006,mentioned in,D30030
L30031,relationship,I3006,mentioned in,D30031
L30032,relationship,I3006,mentioned in,D30032
L30033,relationship,I3006,mentioned in,D30033
L30034,relationship,I3006,mentioned in,D30034
L30035,relationship,I3006,mentioned in,D30035
L30036,relationship,I3006,mentioned in,D30036
L30037,relationship,I3006,mentioned in,D30037
L30038,relationship,I3006,mentioned in,D80514
L30039,relationship,I3007,mentioned in,D30039
L30040,relationship,I3007,mentioned in,D30036
L30041,relationship,I3008,mentioned in,D140193
L30042,relationship,I3008,mentioned in,D30042
L30043,relationship,I3008,mentioned in,D170384
L30044,relationship,I3008,mentioned in,D30044
L30045,relationship,I3009,mentioned in,D30045
L30046,relationship,I3010,mentioned in,D130665
L30047,relationship,I3010,mentioned in,D170275
L30048,relationship,I3011,mentioned in,D30049
L30049,relationship,I3012,mentioned in,D30049
L30050,relationship,I3012,mentioned in,D50013
L30051,relationship,I3012,mentioned in,D30051
L30052,relationship,I3012,mentioned in,D160089
L30053,relationship,I3012,mentioned in,D30053
L30054,relationship,I3012,mentioned in,D30054
L30055,relationship,I3012,mentioned in,D30055
L30056,relationship,I3013,mentioned in,D110632
L30057,relationship,I3014,mentioned in,D30057
L30058,relationship,I3014,mentioned in,D30058
L30059,relationship,I3015,mentioned in,D30080
L30060,relationship,I3015,mentioned in,D60226
L30061,relationship,I3015,mentioned in,D30061
L30062,relationship,I3015,mentioned in,D110342
L30063,relationship,I3015,mentioned in,D140073
L30064,relationship,I3016,mentioned in,D30064
L30065,relationship,I3016,mentioned in,D30065
L30066,relationship,I3017,mentioned in,D30066
L30067,relationship,I3017,mentioned in,D110342
L30068,relationship,I3017,mentioned in,D30068
L30069,relationship,I3017,mentioned in,D30069
L30070,relationship,I3017,mentioned in,D30070
L30071,relationship,I3017,mentioned in,D130729
L30072,relationship,I3017,mentioned in,D30072
L30073,relationship,I3018,mentioned in,D30073
L30074,relationship,I3018,mentioned in,D160312
L30075,relationship,I3019,mentioned in,D30075
L30076,relationship,I3019,mentioned in,D20111
L30077,relationship,I3020,mentioned in,D80436
L30078,relationship,I3021,mentioned in,D30078
L30079,relationship,I3022,mentioned in,D30079
L30080,relationship,I3022,mentioned in,D30080
L30081,relationship,I3023,mentioned in,D30081
L30082,relationship,I3023,mentioned in,D30082
L30083,relationship,I3024,mentioned in,D20344
L30084,relationship,I3025,mentioned in,D30321
L30085,relationship,I3026,mentioned in,D20499
L30086,relationship,I3026,mentioned in,D30086
L30087,relationship,I3027,mentioned in,D60541
L30088,relationship,I3027,mentioned in,D30088
L30089,relationship,I3027,mentioned in,D30089
L30090,relationship,I3028,mentioned in,D30090
L30091,relationship,I3029,mentioned in,D30091
L30092,relationship,I3029,mentioned in,D80848
L30093,relationship,I3029,mentioned in,D90164
L30094,relationship,I3029,mentioned in,D30094
L30097,relationship,I3030,mentioned in,D30094
L30098,relationship,I3031,mentioned in,D230191
L30099,relationship,I3031,mentioned in,D20113
L30100,relationship,I3032,mentioned in,D130006
L30101,relationship,I3032,mentioned in,D30101
L30102,relationship,I3033,mentioned in,D30102
L30103,relationship,I3033,mentioned in,D30103
L30104,relationship,I3034,mentioned in,D60456
L30105,relationship,I3035,mentioned in,D30105
L30106,relationship,I3035,mentioned in,D30106
L30108,relationship,I3037,mentioned in,D20170
L30109,relationship,I3037,mentioned in,D30109
L30110,relationship,I3037,mentioned in,D30110
L30111,relationship,I3037,mentioned in,D30111
L30112,relationship,I3038,mentioned in,D30112
L30113,relationship,I3038,mentioned in,D230724
L30114,relationship,I3039,mentioned in,D30114
L30115,relationship,I3040,mentioned in,D60399
L30116,relationship,I3041,mentioned in,D30116
L30117,relationship,I3042,mentioned in,D30117
L30118,relationship,I3043,mentioned in,D170400
L30119,relationship,I3043,mentioned in,D200344
L30120,relationship,I3044,mentioned in,D30120
L30122,relationship,I3046,mentioned in,D20419
L30123,relationship,I3046,mentioned in,D20417
L30124,relationship,I3047,mentioned in,D20416
L30125,relationship,I3047,mentioned in,D20417
L30126,relationship,I3048,mentioned in,D30126
L30128,relationship,I3049,mentioned in,D110578
L30129,relationship,I3050,mentioned in,D191380
L30130,relationship,I3050,mentioned in,D30130
L30131,relationship,I3051,mentioned in,D230947
L30132,relationship,I3051,mentioned in,D30130
L30133,relationship,I3035,mentioned in,D20493
L30134,relationship,I3053,mentioned in,D30134
L30135,relationship,I3053,mentioned in,D200284
L30136,relationship,I3054,mentioned in,D230657
L30137,relationship,I3055,mentioned in,D30137
L30138,relationship,I3056,mentioned in,D21375
L30139,relationship,I3056,mentioned in,D160510
L30140,relationship,I3056,mentioned in,D50038
L30141,relationship,I3056,mentioned in,D30141
L30142,relationship,I3056,mentioned in,D21238
L30143,relationship,I3056,mentioned in,D30143
L30144,relationship,I3056,mentioned in,D30144
L30145,relationship,I3056,mentioned in,D30145
L30146,relationship,I3057,mentioned in,D40020
L30147,relationship,I3058,mentioned in,D191301
L30148,relationship,I3058,mentioned in,D30153
L30149,relationship,I3058,mentioned in,D30149
L30150,relationship,I3058,mentioned in,D30150
L30151,relationship,I3059,mentioned in,D30151
L30152,relationship,I3059,mentioned in,D170225
L30153,relationship,I3060,mentioned in,D30153
L30154,relationship,I3060,mentioned in,D210057
L30155,relationship,I3060,mentioned in,D30155
L30156,relationship,I3061,mentioned in,D30158
L30157,relationship,I3062,mentioned in,D30158
L30158,relationship,I3063,mentioned in,D30158
L30159,relationship,I3064,mentioned in,D30158
L30160,relationship,I3065,mentioned in,D30158
L30161,relationship,I3065,mentioned in,D20874
L30162,relationship,I3065,mentioned in,D30162
L30163,relationship,I3066,mentioned in,D30163
L30164,relationship,I3067,mentioned in,D30164
L30165,relationship,I3067,mentioned in,D130195
L30166,relationship,I3068,mentioned in,D30166
L30167,relationship,I3069,mentioned in,D30167
L30169,relationship,I3070,mentioned in,D30190
L30175,relationship,I3071,mentioned in,D30175
L30176,relationship,I3071,mentioned in,D140137
L30177,relationship,I3071,mentioned in,D30177
L30178,relationship,I3071,mentioned in,D30178
L30179,relationship,I3071,mentioned in,D20110
L30180,relationship,I3071,mentioned in,D60418
L30181,relationship,I3071,mentioned in,D30181
L30182,relationship,I3071,mentioned in,D30182
L30188,relationship,I3071,mentioned in,D30188
L30190,relationship,I3071,mentioned in,D30190
L30191,relationship,I3071,mentioned in,D30191
L30192,relationship,I3072,mentioned in,D30192
L30193,relationship,I3072,mentioned in,D30193
L30194,relationship,I3072,mentioned in,D200480
L30195,relationship,I3072,mentioned in,D30195
L30196,relationship,I3072,mentioned in,D30196
L30197,relationship,I3072,mentioned in,D30197
L30198,relationship,I3072,mentioned in,D110162
L30199,relationship,I3072,mentioned in,D30199
L30200,relationship,I3073,mentioned in,D130296
L30201,relationship,I3074,mentioned in,D140108
L30202,relationship,I3074,mentioned in,D120463
L30203,relationship,I3074,mentioned in,D20846
L30204,relationship,I3074,mentioned in,D20847
L30205,relationship,I3074,mentioned in,D30205
L30206,relationship,I3074,mentioned in,D30206
L30207,relationship,I3074,mentioned in,D190967
L30208,relationship,I3075,mentioned in,D160347
L30209,relationship,I3075,mentioned in,D160111
L30210,relationship,I3076,mentioned in,D170180
L30211,relationship,I3076,mentioned in,D160119
L30212,relationship,I3076,mentioned in,D30212
L30213,relationship,I3076,mentioned in,D170627
L30214,relationship,I3076,mentioned in,D10062
L30215,relationship,I3076,mentioned in,D30215
L30216,relationship,I3076,mentioned in,D10060
L30217,relationship,I3076,mentioned in,D30217
L30218,relationship,I3076,mentioned in,D170457
L30219,relationship,I3077,mentioned in,D130662
L30220,relationship,I3077,mentioned in,D191222
L30221,relationship,I3078,mentioned in,D30221
L30222,relationship,I3079,mentioned in,D30221
L30223,relationship,I3080,mentioned in,D30223
L30224,relationship,I3080,mentioned in,D170607
L30225,relationship,I3081,mentioned in,D30225
L30226,relationship,I3081,mentioned in,D110230
L30227,relationship,I3082,mentioned in,D140179
L30228,relationship,I3083,mentioned in,D130858
L30229,relationship,I3083,mentioned in,D170082
L30230,relationship,I3084,mentioned in,D110011
L30231,relationship,I3084,mentioned in,D130681
L30232,relationship,I3085,mentioned in,D30232
L30233,relationship,I3086,mentioned in,D30233
L30234,relationship,I3086,mentioned in,D30234
L30235,relationship,I3086,mentioned in,D30232
L30236,relationship,I3086,mentioned in,D30236
L30237,relationship,I3086,mentioned in,D30237
L30238,relationship,I3086,mentioned in,D30238
L30239,relationship,I3086,mentioned in,D30239
L30240,relationship,I3086,mentioned in,D191235
L30241,relationship,I3086,mentioned in,D30241
L30243,relationship,I3086,mentioned in,D130730
L30244,relationship,I3086,mentioned in,D170211
L30245,relationship,I3087,mentioned in,D30234
L30246,relationship,I3088,mentioned in,D30246
L30247,relationship,I3089,mentioned in,D30247
L30248,relationship,I3090,mentioned in,D30248
L30249,relationship,I3091,mentioned in,D30249
L30250,relationship,I3091,mentioned in,D140226
L30251,relationship,I3092,mentioned in,D30251
L30252,relationship,I3093,mentioned in,D230955
L30253,relationship,I3094,mentioned in,D250042
L30254,relationship,I3094,mentioned in,D60006
L30255,relationship,I3094,mentioned in,D80421
L30256,relationship,I3094,mentioned in,D30256
L30257,relationship,I3094,mentioned in,D130698
L30258,relationship,I3095,mentioned in,D20137
L30259,relationship,I3095,mentioned in,D21434
L30260,relationship,I3095,mentioned in,D50064
L30261,relationship,I3095,mentioned in,D30261
L30262,relationship,I3095,mentioned in,D190039
L30263,relationship,I3095,mentioned in,D80025
L30264,relationship,I3095,mentioned in,D30264
L30265,relationship,I3096,mentioned in,D30265
L30266,relationship,I3096,mentioned in,D80931
L30267,relationship,I3097,mentioned in,D30267
L30268,relationship,I3098,mentioned in,D30268
L30269,relationship,I3098,mentioned in,D170631
L30270,relationship,I3098,mentioned in,D20415
L30271,relationship,I3098,mentioned in,D30271
L30272,relationship,I3098,mentioned in,D30120
L30273,relationship,I3098,mentioned in,D30273
L30274,relationship,I3098,mentioned in,D30274
L30275,relationship,I3098,mentioned in,D190616
L30276,relationship,I3098,mentioned in,D130528
L30277,relationship,I3099,mentioned in,D21038
L30278,relationship,I3100,mentioned in,D30278
L30279,relationship,I3100,mentioned in,D170391
L30280,relationship,I3100,mentioned in,D170472
L30281,relationship,I3101,mentioned in,D40132
L30282,relationship,I3101,mentioned in,D30282
L30283,relationship,I3101,mentioned in,D130885
L30284,relationship,I3101,mentioned in,D230449
L30285,relationship,I3101,mentioned in,D130635
L30286,relationship,I3102,mentioned in,D30286
L30287,relationship,I3102,mentioned in,D30287
L30288,relationship,I3102,mentioned in,D230620
L30289,relationship,I3102,mentioned in,D30289
L30290,relationship,I3102,mentioned in,D130624
L30291,relationship,I3102,mentioned in,D130882
L30292,relationship,I3102,mentioned in,D160476
L30293,relationship,I3102,mentioned in,D30293
L30294,relationship,I3103,mentioned in,D120060
L30295,relationship,I3103,mentioned in,D20435
